,subjects,linkedGenes
1392,"('ZNED4XZ_Crossover', 'ZY1ZKJY_Control')","['AHNAK+RNAseq', 'ANKRD40+RNAseq', 'ANXA2P2+RNAseq', 'APOL2+RNAseq', 'ARHGDIB+RNAseq', 'ARL13A+RNAseq', 'ATAD5+RNAseq', 'ATP2B1+RNAseq', 'BCL11B+RNAseq', 'C14orf183+RNAseq', 'C5orf58+RNAseq', 'CBFA2T3+RNAseq', 'CCDC71L+RNAseq', 'CELF3+RNAseq', 'CRB3+RNAseq', 'CUL1+RNAseq', 'DMTF1+RNAseq', 'DNAJC8+RNAseq', 'DRG1+RNAseq', 'EFCAB13+RNAseq', 'FAM126B+RNAseq', 'FAM216A+RNAseq', 'FGFBP2+RNAseq', 'FGL2+RNAseq', 'FRG1+RNAseq', 'GDF11+RNAseq', 'HIST1H2AG+RNAseq', 'ILF2+RNAseq', 'INSM2+RNAseq', 'ITGB5+RNAseq', 'JMJD1C+RNAseq', 'KMT2E+RNAseq', 'LIPT2+RNAseq', 'LOC101927418+RNAseq', 'LSM14B+RNAseq', 'METAP2+RNAseq', 'MIR181A2HG+RNAseq', 'MIR3184+RNAseq', 'MS4A6A+RNAseq', 'NDUFA2+RNAseq', 'NDUFV2+RNAseq', 'NIPBL+RNAseq', 'NPEPPS+RNAseq', 'PAQR3+RNAseq', 'RNF130+RNAseq', 'RNF146+RNAseq', 'RPL31+RNAseq', 'RPS18+RNAseq', 'RPS6KB1+RNAseq', 'SMAD5-AS1+RNAseq', 'SMAD9+RNAseq', 'SMARCA5-AS1+RNAseq', 'SNAP47+RNAseq', 'SPTB+RNAseq', 'STRBP+RNAseq', 'TAOK1+RNAseq', 'TRHDE-AS1+RNAseq', 'UBXN4+RNAseq', 'VIM+RNAseq', 'WIPI2+RNAseq']"
1393,"('ZNED4XZ_Crossover', 'ZY39SN0_Prediabetic')","['BAG6+RNAseq', 'BID+RNAseq', 'CDK13+RNAseq', 'DDX3X+RNAseq', 'DDX54+RNAseq', 'DOCK11+RNAseq', 'HNRNPK+RNAseq', 'ITFG2+RNAseq', 'LOC100294362+RNAseq', 'PDE4B+RNAseq', 'SAMHD1+RNAseq', 'SEC16A+RNAseq', 'SYNGR1+RNAseq', 'TRIM52-AS1+RNAseq', 'USF2+RNAseq', 'USP36+RNAseq']"
1394,"('ZNED4XZ_Crossover', 'ZY7IW45_Prediabetic')","['family_Prevotellaceae+gut', 'genus_Holdemania+gut', 'genus_Peptoniphilus+nares', 'ANGPT4+RNAseq', 'ARL6IP5+RNAseq', 'CNTNAP1+RNAseq', 'CNTNAP2+RNAseq', 'GPR82+RNAseq', 'JARID2+RNAseq', 'PAXBP1+RNAseq', 'PCGF3+RNAseq', 'RHBDL2+RNAseq', 'RMND5B+RNAseq', 'SCIMP+RNAseq', 'SGSM3+RNAseq', 'SLC25A19+RNAseq', 'TOP1+RNAseq', 'UNC45A+RNAseq']"
1395,"('ZNED4XZ_Crossover', 'ZY9XQJP_Prediabetic')","['ACSM1+RNAseq', 'ACTN1+RNAseq', 'ADAM8+RNAseq', 'AGPAT4+RNAseq', 'ANGPT2+RNAseq', 'ARNTL+RNAseq', 'ATMIN+RNAseq', 'C21orf62+RNAseq', 'C2orf88+RNAseq', 'C9orf47+RNAseq', 'CABIN1+RNAseq', 'CACNA2D2+RNAseq', 'CACNB2+RNAseq', 'CACUL1+RNAseq', 'CAPN2+RNAseq', 'CBFA2T2+RNAseq', 'CC2D2A+RNAseq', 'CCM2+RNAseq', 'CCR9+RNAseq', 'CD2AP+RNAseq', 'CENPO+RNAseq', 'CEP68+RNAseq', 'CERS5+RNAseq', 'CHRM5+RNAseq', 'CHRNB1+RNAseq', 'CKAP4+RNAseq', 'CLIP1-AS1+RNAseq', 'COL4A4+RNAseq', 'CRIM1+RNAseq', 'CYP51A1+RNAseq', 'DGKE+RNAseq', 'DNAJC11+RNAseq', 'DNAJC9-AS1+RNAseq', 'DOCK4-AS1+RNAseq', 'EDC3+RNAseq', 'ENC1+RNAseq', 'ESAM+RNAseq', 'ETV6+RNAseq', 'FAM212B+RNAseq', 'FBXL16+RNAseq', 'FMNL2+RNAseq', 'FN1+RNAseq', 'FNDC9+RNAseq', 'FOXM1+RNAseq', 'GLS+RNAseq', 'GNE+RNAseq', 'GNS+RNAseq', 'GPR155+RNAseq', 'GPR56+RNAseq', 'GREB1L+RNAseq', 'GTSCR1+RNAseq', 'HIRIP3+RNAseq', 'HRH2+RNAseq', 'HTATSF1P2+RNAseq', 'IGBP1P1+RNAseq', 'ITFG2+RNAseq', 'KATNAL2+RNAseq', 'KCTD4+RNAseq', 'KDSR+RNAseq', 'KIAA1432+RNAseq', 'KIF2A+RNAseq', 'KLF10+RNAseq', 'KMT2B+RNAseq', 'LAG3+RNAseq', 'LDLRAD4-AS1+RNAseq', 'LIG3+RNAseq', 'LINC00161+RNAseq', 'LINC01089+RNAseq', 'LINC01277+RNAseq', 'LOC100505658+RNAseq', 'LOC100506655+RNAseq', 'LOC100506860+RNAseq', 'LOC100507217+RNAseq', 'LOC101927550+RNAseq', 'LOC101927780+RNAseq', 'LOC101927839+RNAseq', 'LOC285740+RNAseq', 'LOC653513+RNAseq', 'MAN1A1+RNAseq', 'MASP2+RNAseq', 'MICU2+RNAseq', 'MLH3+RNAseq', 'NCBP2+RNAseq', 'NFX1+RNAseq', 'NLGN3+RNAseq', 'NME9+RNAseq', 'NPY6R+RNAseq', 'NR1D1+RNAseq', 'NR2C2+RNAseq', 'NRGN+RNAseq', 'NT5E+RNAseq', 'NUDT13+RNAseq', 'NUP153+RNAseq', 'PAPLN+RNAseq', 'PCSK7+RNAseq', 'PHF20+RNAseq', 'PKIG+RNAseq', 'POU2F1+RNAseq', 'PPL+RNAseq', 'PPP2R3A+RNAseq', 'PRPF38A+RNAseq', 'PSMD6+RNAseq', 'RABGAP1L+RNAseq', 'RBPMS+RNAseq', 'RELT+RNAseq', 'RUFY1+RNAseq', 'SAFB+RNAseq', 'SASS6+RNAseq', 'SEMA4D+RNAseq', 'SEMA6A+RNAseq', 'SETD1B+RNAseq', 'SETDB1+RNAseq', 'SETMAR+RNAseq', 'SLC16A3+RNAseq', 'SLC22A5+RNAseq', 'SLC24A2+RNAseq', 'TACC3+RNAseq', 'TMEM123+RNAseq', 'TMEM194B+RNAseq', 'TMEM206+RNAseq', 'TMEM75+RNAseq', 'TNFAIP8L1+RNAseq', 'TNK2+RNAseq', 'TOMM70A+RNAseq', 'TRIM22+RNAseq', 'TSPAN3+RNAseq', 'TTYH1+RNAseq', 'UIMC1+RNAseq', 'VCL+RNAseq', 'YWHAZ+RNAseq', 'ZC2HC1C+RNAseq', 'ZNF764+RNAseq']"
1396,"('ZNED4XZ_Crossover', 'ZYHHR4Z_Diabetic')","['AST+clinical', 'EOS+clinical', 'IL27+cytokine', 'IL4+cytokine', 'IL6+cytokine', 'IL8+cytokine', 'IL10+cytokine', 'IL12P70+cytokine', 'SCF+cytokine', 'RANTES+cytokine', 'IFNG+cytokine', 'GMCSF+cytokine', 'IFNA+cytokine', 'TGFB+cytokine', 'IL9+cytokine', 'NGF+cytokine', 'GCSF+cytokine', 'GROA+cytokine', 'IL23+cytokine', 'IL15+cytokine', 'IL18+cytokine', 'MCSF+cytokine', 'VCAM1+cytokine', 'FGFB+cytokine', 'CHEX2+cytokine', 'CHEX3+cytokine', 'class_Gammaproteobacteria+gut', 'order_Enterobacteriales+gut', 'family_Enterobacteriaceae+gut', 'order_Lactobacillales+nares', 'ABCC1+RNAseq', 'ACBD3+RNAseq', 'ARHGAP35+RNAseq', 'ARHGEF7+RNAseq', 'ATP9B+RNAseq', 'CCDC124+RNAseq', 'CLASP2+RNAseq', 'CSF2RB+RNAseq', 'CUX1+RNAseq', 'EFCAB14+RNAseq', 'EXOC2+RNAseq', 'HPCAL1+RNAseq', 'HTT+RNAseq', 'IKBKAP+RNAseq', 'LILRB4+RNAseq', 'LIMK1+RNAseq', 'MDS2+RNAseq', 'MLLT3+RNAseq', 'NF1+RNAseq', 'PAQR3+RNAseq', 'PTAFR+RNAseq', 'RC3H1+RNAseq', 'REPS1+RNAseq', 'RIF1+RNAseq', 'RNF126+RNAseq', 'SEMA4A+RNAseq', 'SIGLEC16+RNAseq', 'SNORA66+RNAseq', 'STXBP2+RNAseq', 'SYNGR2+RNAseq', 'TAPBP+RNAseq', 'TIAM1+RNAseq', 'TRIM45+RNAseq', 'TTC17+RNAseq', 'WASF2+RNAseq', 'WIPF2+RNAseq', 'ZC3H7B+RNAseq', 'ZFYVE26+RNAseq', 'ZNF107+RNAseq']"
1397,"('ZNED4XZ_Crossover', 'ZYLJ7R7_Control')","['BASOAB+clinical', 'LIF+cytokine', 'IL4+cytokine', 'IL8+cytokine', 'IL13+cytokine', 'RANTES+cytokine', 'TNFA+cytokine', 'IFNA+cytokine', 'TNFB+cytokine', 'NGF+cytokine', 'GCSF+cytokine', 'IL18+cytokine', 'BSDC1+RNAseq', 'FUCA2+RNAseq', 'FYN+RNAseq', 'GPX4+RNAseq', 'HCK+RNAseq', 'LINC00649+RNAseq', 'MCM7+RNAseq', 'MYL6+RNAseq', 'PPT2+RNAseq', 'PSTPIP1+RNAseq', 'RIPK1+RNAseq', 'RXFP4+RNAseq', 'TOP1+RNAseq', 'ZNF740+RNAseq']"
1398,"('ZNED4XZ_Crossover', 'ZYU89T9_Prediabetic')","['MCV+clinical', 'AKAP11+RNAseq', 'ANGPT4+RNAseq', 'C1QL3+RNAseq', 'C21orf58+RNAseq', 'CCDC88B+RNAseq', 'CD300E+RNAseq', 'CDKN2D+RNAseq', 'COMMD9+RNAseq', 'CSTF2T+RNAseq', 'DDX17+RNAseq', 'DDX60L+RNAseq', 'DENND4B+RNAseq', 'DPEP2+RNAseq', 'DUSP1+RNAseq', 'DYNLL1+RNAseq', 'EGFL7+RNAseq', 'EZH1+RNAseq', 'FAM120B+RNAseq', 'GBP5+RNAseq', 'GDF11+RNAseq', 'GPR61+RNAseq', 'HP1BP3+RNAseq', 'HPS3+RNAseq', 'HSPA4+RNAseq', 'IKZF1+RNAseq', 'ITPR3+RNAseq', 'KIDINS220+RNAseq', 'KLHL14+RNAseq', 'LIME1+RNAseq', 'LOC101927539+RNAseq', 'LOC389641+RNAseq', 'MTF2+RNAseq', 'NPRL2+RNAseq', 'PATZ1+RNAseq', 'POLD4+RNAseq', 'PPP1R7+RNAseq', 'PRKACA+RNAseq', 'RMRP+RNAseq', 'RPL19+RNAseq', 'RPL32+RNAseq', 'RPL8+RNAseq', 'RPS11+RNAseq', 'SCARNA17+RNAseq', 'SEBOX+RNAseq', 'SEC1P+RNAseq', 'SMDT1+RNAseq', 'SPATC1+RNAseq', 'SPG7+RNAseq', 'TMEM262+RNAseq', 'TNFSF10+RNAseq', 'URI1+RNAseq', 'ZNF589+RNAseq', 'ZNF655+RNAseq', 'ZSCAN12P1+RNAseq']"
1399,"('ZNED4XZ_Crossover', 'ZYXQKWY_Prediabetic')","['HCT+clinical', 'phylum_Proteobacteria+gut', 'class_Betaproteobacteria+gut', 'order_Burkholderiales+gut', 'family_Porphyromonadaceae+gut', 'family_Sutterellaceae+gut', 'genus_Parabacteroides+gut', 'genus_unclassified_Ruminococcaceae+gut', 'family_unclassified_Actinomycetales+nares', 'genus_unclassified_Actinomycetales+nares', 'AATF+RNAseq', 'ABLIM1+RNAseq', 'ABRACL+RNAseq', 'ADAM21+RNAseq', 'ASCC2+RNAseq', 'AUNIP+RNAseq', 'C14orf169+RNAseq', 'CATIP+RNAseq', 'CBX1+RNAseq', 'CD151+RNAseq', 'CD163+RNAseq', 'CENPO+RNAseq', 'CNOT2+RNAseq', 'CTBP1-AS+RNAseq', 'CYP4V2+RNAseq', 'DDX11L9+RNAseq', 'DDX59+RNAseq', 'DNLZ+RNAseq', 'EEF1A1+RNAseq', 'EIF2B5+RNAseq', 'FBLN5+RNAseq', 'FLCN+RNAseq', 'GABARAPL1+RNAseq', 'GLB1+RNAseq', 'HCFC1R1+RNAseq', 'HSD11B2+RNAseq', 'IL21R-AS1+RNAseq', 'IP6K2+RNAseq', 'LDLRAD2+RNAseq', 'LMAN2+RNAseq', 'LOC101928378+RNAseq', 'LOC553103+RNAseq', 'NAA38+RNAseq', 'NHP2+RNAseq', 'NOB1+RNAseq', 'NUDT16+RNAseq', 'ORM1+RNAseq', 'OSM+RNAseq', 'P2RY13+RNAseq', 'PAK1+RNAseq', 'PDS5A+RNAseq', 'PTPRS+RNAseq', 'RAB6C-AS1+RNAseq', 'RPL26+RNAseq', 'RPL27+RNAseq', 'RPS3A+RNAseq', 'RRS1+RNAseq', 'SEC23B+RNAseq', 'SECISBP2+RNAseq', 'SEL1L+RNAseq', 'SLC25A19+RNAseq', 'SLC26A3+RNAseq', 'SLC30A5+RNAseq', 'SMARCB1+RNAseq', 'SMPD1+RNAseq', 'SP140+RNAseq', 'TMEM120B+RNAseq', 'TMEM132A+RNAseq', 'TPR+RNAseq', 'TRADD+RNAseq', 'TREML2+RNAseq', 'TRIM15+RNAseq', 'TRIM25+RNAseq', 'UBE2Q1+RNAseq', 'ZC3H11A+RNAseq', 'ZDHHC6+RNAseq', 'ZNF295-AS1+RNAseq', 'ZNF296+RNAseq', 'ZNF804A+RNAseq']"
1400,"('ZNQOVZV_Prediabetic', 'ZO5QFNX_Prediabetic')","['HSCRP+clinical', 'MCHC+clinical', 'FASL+cytokine', 'ACYP2+RNAseq', 'ADARB1+RNAseq', 'ADCY1+RNAseq', 'ADH4+RNAseq', 'AKAP14+RNAseq', 'ANAPC1P1+RNAseq', 'ANGPTL6+RNAseq', 'ANKRD42+RNAseq', 'ARHGAP12+RNAseq', 'ARHGEF1+RNAseq', 'ARIH2OS+RNAseq', 'ASB6+RNAseq', 'ASCL5+RNAseq', 'ATG13+RNAseq', 'ATMIN+RNAseq', 'BAIAP3+RNAseq', 'BANF1+RNAseq', 'BBIP1+RNAseq', 'BDH2+RNAseq', 'BTN1A1+RNAseq', 'BUD31+RNAseq', 'C7orf71+RNAseq', 'C9orf114+RNAseq', 'C9orf16+RNAseq', 'CARM1+RNAseq', 'CATIP+RNAseq', 'CBL+RNAseq', 'CCL27+RNAseq', 'CD47+RNAseq', 'CDH4+RNAseq', 'CDHR2+RNAseq', 'CDK7+RNAseq', 'CHEK1+RNAseq', 'CIB3+RNAseq', 'CIITA+RNAseq', 'CLASP2+RNAseq', 'CLCC1+RNAseq', 'CLEC9A+RNAseq', 'COL6A6+RNAseq', 'COL9A1+RNAseq', 'COPA+RNAseq', 'CROT+RNAseq', 'CSRNP2+RNAseq', 'DALRD3+RNAseq', 'DBI+RNAseq', 'DCAF13+RNAseq', 'DDX31+RNAseq', 'DND1+RNAseq', 'DPY19L2P3+RNAseq', 'DTX1+RNAseq', 'EFCAB7+RNAseq', 'EIF4B+RNAseq', 'EME1+RNAseq', 'EMR3+RNAseq', 'ENAH+RNAseq', 'ERI2+RNAseq', 'ESRRA+RNAseq', 'FCHO1+RNAseq', 'G0S2+RNAseq', 'GCM2+RNAseq', 'GDF9+RNAseq', 'GIMAP4+RNAseq', 'GLIPR1L1+RNAseq', 'GNA14+RNAseq', 'GPANK1+RNAseq', 'GPT2+RNAseq', 'GUCY1B2+RNAseq', 'HCFC1R1+RNAseq', 'HSPA14+RNAseq', 'IFIT2+RNAseq', 'IL18BP+RNAseq', 'INHBE+RNAseq', 'IRAK3+RNAseq', 'ITFG3+RNAseq', 'KCTD19+RNAseq', 'KDF1+RNAseq', 'KIAA0226L+RNAseq', 'KIAA0895+RNAseq', 'KY+RNAseq', 'LDHAL6A+RNAseq', 'LINC00691+RNAseq', 'LLGL1+RNAseq', 'LMLN+RNAseq', 'LOC100129518+RNAseq', 'LOC100130075+RNAseq', 'LOC100130264+RNAseq', 'LOC100133286+RNAseq', 'LOC100287944+RNAseq', 'LOC100505918+RNAseq', 'LOC100506469+RNAseq', 'LOC101927839+RNAseq', 'LOC101928791+RNAseq', 'LOC101930452+RNAseq', 'LOC102723885+RNAseq', 'LOC102724050+RNAseq', 'LOC102724153+RNAseq', 'LOC284889+RNAseq', 'LRRC16A+RNAseq', 'MAK16+RNAseq', 'MDH1+RNAseq', 'MEA1+RNAseq', 'MIR181A2HG+RNAseq', 'MIR215+RNAseq', 'MIR3124+RNAseq', 'MPDU1+RNAseq', 'MROH5+RNAseq', 'MTRF1+RNAseq', 'MYNN+RNAseq', 'N4BP3+RNAseq', 'NCAPH2+RNAseq', 'NDRG4+RNAseq', 'NDUFAF3+RNAseq', 'NDUFB6+RNAseq', 'NFASC+RNAseq', 'NFATC3+RNAseq', 'NFX1+RNAseq', 'NKIRAS2+RNAseq', 'NPRL2+RNAseq', 'OAZ3+RNAseq', 'OIP5+RNAseq', 'PALM3+RNAseq', 'PCDHGC4+RNAseq', 'PCID2+RNAseq', 'PDHX+RNAseq', 'PELP1+RNAseq', 'PHOX2A+RNAseq', 'PIK3R3+RNAseq', 'PIP5K1C+RNAseq', 'PPIP5K2+RNAseq', 'PPOX+RNAseq', 'PPP1R12B+RNAseq', 'PPP1R16B+RNAseq', 'PPT2+RNAseq', 'PRICKLE1+RNAseq', 'PRKCQ+RNAseq', 'PRR19+RNAseq', 'PTPN21+RNAseq', 'PUS3+RNAseq', 'QKI+RNAseq', 'RELN+RNAseq', 'RIPK2+RNAseq', 'RLN3+RNAseq', 'RNF126+RNAseq', 'RNF139-AS1+RNAseq', 'RNF207+RNAseq', 'SATL1+RNAseq', 'SCAND1+RNAseq', 'SCN4A+RNAseq', 'SEMA4C+RNAseq', 'SGCE+RNAseq', 'SLC16A14+RNAseq', 'SLC22A7+RNAseq', 'SLC25A5-AS1+RNAseq', 'SMPD4+RNAseq', 'SMYD5+RNAseq', 'SNAP47+RNAseq', 'SNRPD3+RNAseq', 'SPRY2+RNAseq', 'SRD5A3-AS1+RNAseq', 'SRRM5+RNAseq', 'SYDE2+RNAseq', 'TAF10+RNAseq', 'TAF6L+RNAseq', 'TAPT1-AS1+RNAseq', 'TCEB2+RNAseq', 'TCF12+RNAseq', 'TDRD3+RNAseq', 'TERC+RNAseq', 'TFEB+RNAseq', 'TFPI+RNAseq', 'TIGD5+RNAseq', 'TM9SF4+RNAseq', 'TMED11P+RNAseq', 'TMEM132E+RNAseq', 'TMPO-AS1+RNAseq', 'TOB1+RNAseq', 'TOM1+RNAseq', 'TOP1MT+RNAseq', 'TOR1AIP1+RNAseq', 'TRIM6+RNAseq', 'TSPAN11+RNAseq', 'TTC16+RNAseq', 'TTC39A+RNAseq', 'TUT1+RNAseq', 'TVP23A+RNAseq', 'TXNRD2+RNAseq', 'UBTF+RNAseq', 'UMODL1+RNAseq', 'UXT-AS1+RNAseq', 'VAMP2+RNAseq', 'WDR43+RNAseq', 'WFIKKN1+RNAseq', 'WRAP53+RNAseq', 'WWC3+RNAseq', 'XPR1+RNAseq', 'XRCC6+RNAseq', 'ZACN+RNAseq', 'ZBTB10+RNAseq', 'ZBTB11-AS1+RNAseq', 'ZCCHC24+RNAseq', 'ZDHHC23+RNAseq', 'ZKSCAN7+RNAseq', 'ZNF2+RNAseq', 'ZNF35+RNAseq', 'ZNF404+RNAseq', 'ZNF791+RNAseq']"
1401,"('ZNQOVZV_Prediabetic', 'ZO94RDZ_Prediabetic')","['ANXA5+RNAseq', 'ATG12+RNAseq', 'C11orf54+RNAseq', 'CEBPZ+RNAseq', 'CKLF+RNAseq', 'CSNK1G3+RNAseq', 'DHFRL1+RNAseq', 'DNAH6+RNAseq', 'FBXL22+RNAseq', 'GAL3ST4+RNAseq', 'LOC101927901+RNAseq', 'LOC101929760+RNAseq', 'MED4-AS1+RNAseq', 'MINK1+RNAseq', 'MIPEPP3+RNAseq', 'NDUFV2+RNAseq', 'NUDT17+RNAseq', 'NUP214+RNAseq', 'PANK2+RNAseq', 'PHIP+RNAseq', 'RERE+RNAseq', 'RFX4+RNAseq', 'RPS6KA5+RNAseq', 'SHARPIN+RNAseq', 'SLC38A10+RNAseq', 'TACR2+RNAseq', 'TBC1D20+RNAseq', 'THAP9+RNAseq', 'TMED4+RNAseq', 'TSPYL6+RNAseq', 'TTC21A+RNAseq']"
